,Date,Region,Country,Title,Content,URL
673,11/05/2014,MENA,Yemen,Senior al Qaeda operative killed in US strike in Yemen-sources,"A senior al Qaeda official wanted by the US and a local leader of the militant group's affiliate, Ansar al-Sharia, were killed in a drone strike in central Yemen overnight, tribal sources said on Wednesday. Nabil al-Dahab, leader of Ansar al-Sharia in Yemen's al-Bayda province, was killed along with four other al Qaeda members, including Shawki al-Badani, the sources said. Badani is a leader of al Qaeda in the Arabian Peninsula who is wanted by the US. ",
674,11/05/2014,MENA,Yemen,UN poised to slap sanctions on former Yemen strongman,"The UN SC is poised to impose sanctions on Yemen's former president Ali Abdullah Saleh and two Huthi rebel leaders for obstructing peace in the country. A US-drafted proposal to the council would slap a visa ban and an assets freeze on Saleh and two of his allies, Shiite Huthi rebel leaders Abdulmalik al-Huthi and Abdullah Yahya al-Hakim. Saleh is seen as prime backer of the rebel Huthi movement that seized the capital Sanaa in September and has since spread its control into central and west Yemen, in defiance of a UN peace plan.",
675,11/05/2014,SA,Across SA,Taliban group threatens to attack India following border blast,"A Pakistani Taliban group behind this week's devastating suicide bombing on the Pakistani-Indian border has said the attack was as much aimed at India as Pakistan, suggesting that Indian targets might be next. In a tweet issued after the attack, the splinter group, Tehreek-e-Taliban Pakistan Jamaat Ahrar (TTP-JA), said it was determined to attack both sides.",
676,11/05/2014,SA,India,Air pollution slashes India's potential grain yields by half,"Air pollution seems to have a direct, negative impact on grain production in India, a study warned on Monday, with recent increases in smog decreasing projected yields by half. Analysing 30 years of data, scientists developed a statistical model suggesting that air pollution caused wheat yields in densely populated states to be 50 percent lower than what they could have been in 2010. Up to 90 percent of the decrease in potential food production seems linked to smog, made up of black carbon and other pollutants, the study said.",
677,11/05/2014,SA,Pakistan,4 Killed in Northwest Pakistan Bombings,"Two bomb attacks killed at least four people Tuesday in Pakistan's northwest tribal region of Khyber.
In the first blast, two paramilitary officers and at least one civilian member of a peace committee were killed when a roadside bomb exploded in the village of Painda Cheena. As people tried to assist the victims of the initial blast, a second bomb exploded, killing one person and injuring several others.
No group has claimed responsibility for the bombings.
",
678,11/05/2014,WCA,Across Region,African Union leaders to press Burkina army for power handover ,"The presidents of Ghana, Nigeria and Senegal are due to arrive in Burkina Faso to press the military for a speedy handover of power to a civilian ruler. The AU says the army acted unconstitutionally when it took over after President Blaise Compaore was forced to resign last Friday. The AU on Monday gave the army a two-week deadline. Interim leader Lt Col Isaac Zida later promised to comply. The three presidents are expected to arrive in the capital Ouagadougou later on Wednesday.",
679,11/05/2014,WCA,Across Region,Africa – Tackle Malnutrition Head On,"Eight hundred and five million of the world's people are chronically hungry, according to estimates by the FAO. But this figure represents only a fraction of the world's population whose lives have been blighted by a lack of adequate nutrition. Malnutrition is believed to be the underlying cause of death for 2.6 million children annually. At least two billion people do not get enough of the micronutrients – vitamins, minerals and trace elements – essential for their cognitive and physiological development, especially during early childhood.",
680,11/05/2014,WCA,CAR,"Gold, diamonds fuelling conflict in Central African Republic","Gold and diamond sales are being used to finance conflict in Central African Republic and UN peacekeepers should monitor mining sites to clamp down on illicit trade, a UN panel of experts said. In a report, the panel also said the peacekeeping mission (MINUSCA) should deploy troops to the remote north of the country and use drones to monitor the rebel-controlled region to put an end to simmering violence there.

The mission, which launched in September, is operating at only two-thirds of its planned 12,000-strong capacity.
",
681,07/02/2014,GENERAL,Across Regions,Procter & Gamble sponsors UNICEF effort to save babies in 25 developing countries,"Every year 58,000 babies die from maternal and neonatal tetanus or MNT, all in the developing world.  UNICEF, with support from Procter and Gamble’s Pampers, is working to eradicate MNT around the world. The battle against MNT in Indonesia is nearing its end. The partnership between Pampers and UNICEF is an example of growing and powerful trend for corporations to be significantly and actively involved in solving social problems.",
682,07/02/2014,GENERAL,Across Regions,African refugees face cuts in rations as funding runs low - UN,"African refugees who have fled wars or persecution face cuts in their daily rations because of a $225 million shortfall for vital food programmes, the UN said on Tuesday. Many of the 800,000 refugees are already getting less food than they need because of low funding, insecurity and logistical problems. They are showing ""unacceptable levels of malnutrition"", leading to stunting and anaemia in children, the World Food Programme and the UNHCR said. They include nearly 450,000 refugees in the CAR, Chad and South Sudan whose rations have been halved, the sister agencies said in a joint appeal to donor countries.",
683,07/02/2014,CEE/CIS,Bosnia & Herzegovina,World Bank to lend $100 mln to cope with flood damage,"The World Bank has approved a $100 million loan to Bosnia to help the country cope with the impact of the worst floods in over a century, the bank said on Tuesday. The heaviest rainfall since records began 120 years ago caused rivers to burst their banks in May, triggering hundreds of landslides and claiming more than 65 lives in Bosnia, Serbia and Croatia. A preliminary estimate in Bosnia and Serbia put damage at 2 billion euros ($2.7 billion) each, a huge blow to their cash-strapped economies.",
684,07/02/2014,CEE/CIS,Ukraine,Violence in Eastern Ukraine taking a heavy toll on children: UNICEF ,"The results of a psychosocial assessment of children in Donetsk oblast in Eastern Ukraine are deeply troubling, according to UNICEF and indicate that about half of all children aged 7-18 have been directly exposed to adverse or threatening events during the current crisis. UNICEF conducted a Rapid Qualitative Survey of 204 children from Donetsk oblast in May 2014 with the goal of determining the degree, source and extent of children’s stress, their coping mechanisms, and the capacity of people in local communities to support them. The assessment indicates that around half of all children aged 7-18 have been directly exposed to an adverse event, such as witnessing tanks or military vehicles, fights, people they know being beaten up, and people threatening others with guns. Several children had seen people who had been killed.",
685,07/02/2014,CEE/CIS,Ukraine,Gunfire breaks out in city of Donetsk,"Gunfire has broken out in the center of a major city in eastern Ukraine as gunmen appear to be trying to take control of the regional police headquarters. The shooting broke out Tuesday afternoon in Donetsk, the capital of one of the two regions that pro-Russian insurgents have declared independent. An Associated Press journalist saw some blood on the streets but no wounded people. On Monday, Ukrainian President Petro Poroshenko announced the end to a unilateral 10-day cease-fire that he had called to try to induce rebels into talks and to lay down their weapons.",
686,07/02/2014,CEE/CIS,Ukraine,Ukraine presses offensive with strong US support,Ukrainian troops backed by tanks and fighter-bombers pressed Wednesday with a renewed offensive against pro-Kremlin insurgents that has drawn Russian ire but also vital US support. The return of all-out fighting in Europe's worst security crisis in nearly two decades set off a new international scramble to dampen hostilities in the strategic ex-Soviet state. A diplomatic source said that the Russian and Ukrainian foreign ministers would meet their counterparts from Germany and France in Berlin later Wednesday in a bid to find some common ground that could establish a long-term truce.,
687,07/02/2014,EAP,China,"Two dead, 13 missing in SW landslide","Two people were confirmed dead, three others were injured and another 13 were missing by early hours on Tuesday after a landslide on Monday morning in southwest China's Yunnan Province, according to local authorities. The accident happened at about 9 a.m. in Latudi Village, Shangpa Town, Fugong County. Rescuers are working around the clock to search for the missing.",
688,07/02/2014,EAP,China,China restricts Ramadan fasting in Xinjiang,"China has banned civil servants, students and teachers in Xinjiang region from taking part in Ramadan fasting, government websites said, prompting condemnation from an exile group on Wednesday. China's ruling Communist party is officially atheist, and for years has restricted fasting in Xinjiang, home to the mostly Muslim Uighur minority. Xinjiang sees regular and often deadly clashes between Uighurs and state security forces, and Beijing has blamed recent deadly attacks elsewhere in China on militants seeking independence for the resource-rich region. ",
689,07/02/2014,EAP,DPR Korea,North Korea fires more short-range rockets ahead of Xi visit to Seoul,"North Korea fired short-range rockets into the sea off its east coast on Wednesday morning, South Korea's Yonhap News Agency said, one day ahead of a state visit by Chinese President Xi Jinping to Seoul.
North Korea, which tested two short-range missiles on Sunday in violation of a UN ban, is expected to be high on the agenda when Xi meets his South Korean counterpart, Park Geun-hye. Xi, who is due to arrive in Seoul on Thursday in his first visit to South Korea since taking office last year, is reciprocating Park's visit to China a year ago.
",
690,07/02/2014,EAP,Myanmar,Myanmar police fire rubber bullets to end sectarian trouble in Mandalay,"Myanmar police fired rubber bullets on Wednesday to disperse crowds of Buddhists and Muslims facing off in the streets of Mandalay, the country's second-largest city, police said. Myanmar has been racked by violence between the two communities since June 2012. More than 200 people have been killed and at least 140,000 displaced. Most of the victims have been from the minority Muslim population. Police deployed more than 600 officers after a crowd of about 300 Buddhists including 30 monks began throwing stones near a tea shop owned by a Muslim man at 11 p.m. on Tuesday, according to a statement released by Mandalay police.",
691,07/02/2014,EAP,Thailand,Thai military government looks to neighbours for support,"Thailand's military government is shoring up diplomatic ties with Asian neighbours to provide a counterweight to criticism from the West about its seizure of power in May and its reluctance to set an early date for a return to civilian rule. In the latest move, acting Foreign Minister Sihasak Phuangketkeow reassured Cambodian Prime Minister Hun Sen on Tuesday that Cambodian workers who had fled home after the coup, fearing a crackdown on immigrants, would be welcomed back.",
692,07/02/2014,ESA,Kenya,"Cargo plane crashes in Kenyan capital, four crew feared dead","A cargo plane crashed into a commercial building in the Kenyan capital, Nairobi, shortly after taking off from the city's main airport on Wednesday and the four crew members on board were feared dead, the Kenyan Airports Authority (KAA) said. Television footage showed the tail and wings of a white plane ripped in half outside a smouldering two-storey building left mangled by the force of the impact. KAA said on its Twitter feed all the crew members were ""feared to have perished"". Kenyan media reported the four crew members were killed.",
693,07/02/2014,ESA,South Sudan,MSF reveals details of hospital attacks in South Sudan,"MSF says at least 58 people have been killed on hospital grounds in South Sudan since a conflict broke out late last year.  MSF released a report Tuesday documenting repeated attacks on its facilities across the country. According to the report, MSF facilities have been ransacked, patients and health care staff killed, and vehicles, including ambulances, have been destroyed or stolen. Speaking to reporters in Nairobi, MSF Program Manager for South Sudan William Robertson said the violence represented an “inversion” of the role of health care facilities as places of safety.",
694,07/02/2014,ESA,South Sudan,South Sudan downpours deepen misery for the displaced – in pictures,"Fierce fighting in South Sudan has reduced the once-bustling city of Malakal to rubble. Its location, a key access point to nearby oil belts, has made it particularly vulnerable to air strikes and land battles. Since clashes erupted in December, thousands of people have fled to a UN base on the outskirts of the former market city, where they have been sheltering in tents. But the onset of the rainy season has worsened conditions there, leaving residents at risk of cholera and other deadly waterborne diseases.",
695,07/02/2014,LAC,Across LAC,Kerry warns US will deport undocumented Central American children,"US Secretary of State John Kerry said on Tuesday Washington would work with Central America to address the root causes of an immigration crisis, but kept up the Obama administration's tough message that undocumented children would be deported. ""We obviously understand people who want to do better, and who look for a better life,"" Kerry said as he met leaders from Honduras, El Salvador and Guatemala, countries from which tens of thousands of children have fled to the US in recent months. ""But at the same time, there are rules of law, and there is a process and there is false information that is being spread about benefits that might be available to these young people who are looking for that better life,"" he added. ",
696,07/02/2014,LAC,Across LAC,Venezuela restores diplomatic ties with Panama,"Venezuela has restored full diplomatic ties with Panama, President Nicolas Maduro said on Tuesday, months after he angrily broke off formal relations. Diplomatic relations stopped on 5 March after Maduro used the anniversary of former President Hugo Chavez's death to accuse Panama's conservative government of joining the US in an ""open conspiracy"" against him. Panama had said in May consular relations would be restored soon on Venezuela's wishes but the socialist Maduro indicated this extended to full diplomatic cooperation.",
697,07/02/2014,MENA,Across MENA,Families ripped apart as Palestinian refugees from Syria denied entry to Lebanon,"Palestinian refugees from Syria - including pregnant women, children and women with infants – have been denied entry into Lebanon due to tightened border restrictions, said Amnesty. The briefing Denied refuge: Palestinians from Syria seeking safety in Lebanon highlights the desperate plight of families torn apart after falling foul of fluctuating border rules while trying to cross into Lebanon. In one of the most shocking cases a mother with a new-born baby was barred from entering Lebanon when she tried to join her husband and other five children.",
698,07/02/2014,MENA,Across MENA,"Palestinian teen abducted, killed in 'Suspected Revenge Attack' ","A Palestinian teenager was kidnapped and killed on Wednesday in an apparent act of revenge for the murder by militants of three Israeli youths, triggering clashes in east Jerusalem. Israel's army radio said the teenager was snatched while hitchhiking in east Jerusalem and his body dumped in a forest in the western part of the city, in what was described as a ""suspected revenge attack"". As the news spread, crowds of angry Palestinians gathered outside the teenager's home and began throwing stones at police, who responded with sound bombs and rubber bullets, an Agence France Presse correspondent and police said. ",
699,07/02/2014,MENA,Across MENA,"US urges Israel, Palestinians to preserve security cooperation","The White House Tuesday called on Israel and the Palestinian Authority to preserve security cooperation, as Prime Minister Benjamin Netanyahu mulls action against Hamas after the murder of three Israeli teenagers. The Obama administration also backed Israel's claims that Hamas was to blame for the killings, and reiterated a call for restraint on both sides. Israel has vowed to hunt down the militants it believes are responsible for the killings, which were followed by Israeli raids on Hamas targets in Gaza earlier in the day. White House spokesman Josh Earnest reiterated President Barack Obama's outrage over the killings and call for both sides to avoid destabilizing action, expressed on Monday in a written statement. ",
700,07/02/2014,MENA,Egypt,Egypt Arrests Pro-Morsi Leaders ahead of Anniversary,"Egyptian police arrested Tuesday five Islamist leaders who back Mohammed Morsi, two days ahead of protests their alliance has called to mark the first anniversary of his ouster, officials said. Since the military deposed Morsi last July 3, the authorities have waged a brutal crackdown on his supporters that has seen more than 1,400 people killed in street clashes and over 15,000 jailed. Magdy Hussein, a leader of the Anti-Coup Alliance that has spearheaded protests demanding Morsi's reinstatement, was arrested at dawn at his house, the security officials said. He faces charges of inciting violence and threatening national security and stability.",
701,07/02/2014,MENA,Iraq,Situation for children 'extremely volatile': UN,"The crisis in Iraq has created ""an extremely volatile and dangerous situation for children,"" a top UN official warned Tuesday. There were ""disturbing reports"" of the recruitment of child soldiers and other ""grave violations"" against minors in the conflict, said Leila Zerrougui, the UN special representative for children and armed conflict. The jihadist group leading the Iraqi offensive had since 2011 been on UN's black list in particular because of its attacks against schools, Zerrougui noted. ",
702,07/02/2014,MENA,Lebanon,Berri postpones eighth election session,"Lawmakers failed for the eighth time Wednesday to appear in Parliament in numbers strong enough to have a quorum to elect a new president for Lebanon, prompting Speaker Nabih Berri to postpone the session by two weeks. A press statement read out by Berri’s spokesman Mohammad Ballout said the Speaker postponed the legislative session till 12 p.m. July 23, “over lack of quorum.”",
703,07/02/2014,MENA,Libya,Libyan port rebels say agree to reopen remaining two oil terminals,"Libyan federalist rebels blockading key eastern oil ports have agreed to reopen the remaining two terminals of Es Sider and Ras Lanuf on Wednesday as a ""goodwill gesture"" following last month's parliamentary election, a rebel spokesman said. The rebels, who demand more autonomy for their eastern region, had agreed in April to reopen two smaller ports and then gradually free up the two larger ports, Es Sider and Ras Lanuf, which they seized last summer. The spokesman made his remarks to Reuters by telephone.",
704,07/02/2014,MENA,Sudan,Sudan tribal militia battles kill up to 22,"Battles between Sudanese tribal militias armed with machineguns and rocket-propelled grenades have left up to 22 people dead in a border region of Darfur, sources said on Wednesday. They were the latest skirmishes between the Hamar and Maaliya groups since December. Fighting began on Monday in East Darfur state ""because some cows were stolen,"" said a Hamar tribal leader who asked not to be identified. Unrest spilled into adjacent West Kordofan state on Tuesday, with both sides using ""heavy weapons"", he said.",
705,07/02/2014,MENA,Syria,Jihadists urged to free Kurdish school kids held in Syria – UNICEF mention ,"UNICEF and HRW appealed Tuesday for the release of more than 100 Kurdish schoolboy and girls kidnapped by jihadists in Syria at the end of May. The militants from ISIL abducted some 153 schoolchildren on 29 May. The children, who included around 10 girls, were on their way back from taking year-end school exams in the northern city of Aleppo. They were heading to the town of Ain al-Arab on buses when they were stopped in Manbij. Since their capture, ISIL has released around 15 children, including all the girls, according to the Syrian Observatory for Human Rights monitoring group. Another five boys escaped, according to both groups. UNICEF called for the ""immediate and safe return"" of those held. ",
706,07/02/2014,MENA,Syria,UN SC seeks compromise to boost aid access to Syria,"With nearly 11 million Syrians in need of humanitarian help, UN SC members are pushing Russia and China to support a compromise draft resolution to boost cross-border access and threaten sanctions on those that stand in the way. After more than a month of negotiations, during which Islamist fighters have taken swathes of Iraq and Syria, the June 27 draft obtained by Reuters on Tuesday tries to win over Moscow and Beijing with language similar to that used in a unanimously adopted resolution on Syria's chemical weapons. It does not reference Chapter 7 of the UN charter, which covers the council's authority to enforce decisions with economic sanctions or military force, though the language is the same as what would normally be in a Chapter 7 resolution.",
707,07/02/2014,MENA,Syria,Transfer of Syrian Chemical Weapons begins in Italy,"The operation to transfer Syrian chemical weapons from a Danish freighter to a US military ship ahead of their destruction at sea kicked off on Wednesday, expected to last up to 20 hours. With the vessels moored stern-to-stern within a wide safety zone set up around the port of Gioia Tauro in Italy, the first of 78 containers was taken off the Ark Futura by crane and maneuvered onto the MV Cape Ray by a vast climbing platform. The first three containers to be transferred hold a total of 20 tonnes of mustard gas, while the remaining 75 contain among other things the raw materials for Sarin nerve gas, according to Italian media reports. Once the chemical agents have been safely transferred, they will be destroyed in international waters in the final phase of a program to rid Syria of its chemical arms stockpile.",
708,07/02/2014,MENA,Tunisia,Bomb blast wounds 6 Tunisia security force members,"Six members of the Tunisian security forces were wounded when a roadside bomb exploded Tuesday in the mountainous Kef region near the Algerian border, the interior ministry said. ""A roadside bomb exploded as a military vehicle passed by, wounding four soldiers and two members of the National Guard,"" it said. At the time, the security forces were combing the mountains in the provinces of Kef and neighboring Jendouba ""where the remnants of a terrorist group is holed up,"" the ministry added. A policeman was wounded in a similar blast Sunday. Since late 2012, security forces have been battling jihadists hiding out in the remote western region.",
709,07/02/2014,MENA,Yemen,15 Killed in Yemen tribal feud over 'Desert Oil',"Clashes between two Yemeni tribes over who owns a piece of land in the southeast believed to be rich in oil has left 15 people dead, tribal sources said Wednesday. Several others were wounded in firefights that erupted Tuesday between Al-Butahif tribesmen from the eastern Marib province and the Belhareth from adjacent Shabwa province, the sources told AFP. The two tribes are locked in a dispute over the ownership of a desert area between both provinces, and which they believe to be rich in oil.",
710,07/02/2014,MENA,Yemen,Yemen security forces lost 374 men in 6 months,"Yemeni security forces lost 374 personnel fighting Al-Qaeda, northern rebels and southern separatists as well as in targeted assassinations during the first half of 2014, according to an AFP toll. The tally, compiled from official and other sources, shows the army paid the heaviest price for unrest.  Yemeni security forces launched an offensive late April against AQAP in the south and are also engaged in on-off clashes with Shiite Huthi rebels in the north. They have also come under attack from southern separatists demanding independence for former south Yemen.",
711,07/02/2014,ROSA,Across ROSA,Afghanistan becomes unlikely safe haven for Pakistani refugees,"Nearly half a million people have been forced out of North Waziristan Agency by an ongoing Pakistani military operation there, including nearly 80,000 that have made their way to Afghanistan, a largely unprecedented movement. Journalists have been largely barred from North Waziristan, making independent verification difficult, but there have been reports of civilian casualties, as residents wait for breaks in an otherwise strict curfew, and jet aircraft, helicopter gunships, and artillery fire hits suspected militant positions near residential areas.",
712,07/02/2014,ROSA,Afghanistan,"Suicide bomber kills 8, wounds 13 in capital - police","A suicide bomber killed eight people and wounded 13 on Wednesday in an attack on a bus carrying military personnel in the Afghan capital, Kabul, officials said. The explosion happened in the heavily secured downtown area near Kabul University at a time of increasing attacks by the Taliban and other insurgents around Afghanistan, where the outcome of a presidential election is still not known. At least five of the dead were air force personnel, said Hashmat Stanekzai, a spokesman for Kabul's police chief. Stanekzai said the bus had been the bomber's target. Heavy fighting is still underway in the strategically important Sangin district of southern Helmand province. Many Afghans fear overall security is deteriorating.",
713,07/02/2014,ROSA,Afghanistan,Afghan candidate Abdullah claims 2m votes cast in poll were fraudulent,"Afghan presidential hopeful Abdullah Abdullah said he believes 2m votes cast for his rival in a June runoff poll were fraudulent and that the planned inauguration of a new leader in August should be delayed if more time is needed to audit ballot boxes rigorously. The position places him at odds with the other contender, former World Bank technocrat Ashraf Ghani, and much of the international community, who claim the uncertainty stirred up by the months-long election process is costing the country's fragile economy dearly.",
714,07/02/2014,WCA,Across WCA,Ebola toll jumps to 467 as ministers mull response,"The number of deaths attributed to an epidemic of Ebola virus in Guinea, Liberia and Sierra Leone stood at 467 by Monday, out of 759 known cases in total, WHO said on Tuesday. The outbreak of the deadly disease is already the largest and deadliest ever, according to WHO, which previously put the death toll at 399 as of 23 June, out of 635 cases. The 17% rise in deaths and 20% jump in cases in the space of a week will add urgency to an emergency meeting of 11 West African health ministers in Accra, Ghana on Wednesday and Thursday, which aims to coordinate a regional response.",
715,07/02/2014,WCA,CAR,Uganda says Seleka now its enemy as it hunts LRA,"Uganda's army said on Tuesday the mainly Muslim Seleka group in CAR was now its enemy as the fighters were ""in bed"" with the LRA rebels they are hunting there. A spokesman for the Ugandan army said its forces in CAR had clashed for the first time with Seleka, killing 12 and suffering one casualty. A Seleka official on Monday told Reuters 15 of their fighters and three Ugandan soldiers were killed.  ""Seleka had never tasted our fire, I think it was important that they taste our fire so that they are careful,"" Paddy Ankunda, spokesman for Uganda People's Defence Forces (UPDF) said, when asked about clashes on Sunday and Monday in CAR.",
716,07/02/2014,WCA,CAR,"UNICEF and EU improve access to safe water for 800,000 people in Bangui","ECHO and UNICEF have improved access to clean water for around 800,000 people in Bangui in May and June. “Before the crisis that began over two years ago, only 67 per cent of people had access to safe drinking water,” said Souleymane Diabate, UNICEF Representative in CAR. ""The outbreak of violence has further worsened the situation. Restoring safe water is essential to stem the spread of diseases, like cholera and diarrhoea, which are particularly deadly for children.”",
717,07/02/2014,WCA,Guinea,ICRC suspends Guinea Ebola treatment after staff attacked,"ICRC said it has suspended its Ebola operations in southeast Guinea, where an epidemic of the virus has killed hundreds of people, after its staff were threatened by a group of men armed with knives. The incident in Gueckedou, 1,335 kms south of Dakar, follows a series of attacks against international health workers who have been accused of bringing the disease to Guinea. An MSF centre in nearby Macenta was attacked by youths two months ago.",
718,07/02/2014,WCA,Mali,"UN condemns explosion in north that left one peacekeeper dead, 6 injured","UNSG Ban Ki-moon and the Security Council have strongly condemned an improvised explosive device explosion in northern Mali which killed a UN peacekeeper and injured six other ‘blue helmets.’ The explosion occurred Monday about 30km west of Timbuktu. MINUSMA is in the area to protect civilians, support national political dialogue and reconciliation, and provide support to State authority.",
719,07/02/2014,WCA,Niger,"Bomb kills 20 in Nigeria market, girls' abduction suspect held","A bomb in a van carrying charcoal exploded in a busy market in northeast Nigeria on Tuesday, killing at least 20 people in the latest suspected attack by Boko Haram, witnesses said. Meanwhile, the military said earlier on Tuesday that it had arrested a number of suspected Boko Haram collaborators including a Maiduguri businessman it said was involved in the abduction of the schoolgirls. Boko Haram has also struck at Abuja, the capital of Africa's biggest economy, with three bombings in three months.",
720,08/26/2014,GENERAL,Across Regions,"Small island states, facing rising seas, seek economic overhaul","Small island states facing a ""frightening"" rise in sea levels will seek investments in everything from solar energy to fisheries to boost their economies at a UN summit next week.  Leaders will meet in Samoa in the Pacific from Sept. 1-4 to drum up partnerships with companies, development banks and donors on projects that bring in dollars and jobs while protecting oceans and environments. Many islands from the Indian Ocean to the Caribbean are suffering erosion and coastal flooding from storm surges as global warming raises sea levels by melting ice from the Himalayas to Greenland.",
721,08/26/2014,CEE/CIS,Across CEE/CIS,Slim chance of progress as Russian and Ukrainian leaders meet,"Divided by mistrust and mutual recriminations, the Russian and Ukrainian leaders will hold rare talks on 26 August that offer only a slim hope of progress towards ending five months of separatist war in Ukraine. The diplomatic crisis has only deepened, especially since the downing of a Malaysian airliner over rebel-held territory last month with the loss of 298 lives. Ukraine accused Russia on 25 August of sending soldiers across the border to open a new front, a charge that Moscow dismissed as the latest salvo in a campaign of misinformation. In the latest twist in a protracted conflict, the Ukrainian military said a group of Russian forces, disguised as rebels, had crossed into south-east Ukraine with 10 tanks and two armoured infantry vehicles. It said border guards had halted the column outside Novoazovsk, Ukraine's most south-easterly point on the Azov Sea.",
722,08/26/2014,CEE/CIS,Across CEE/CIS,Russia says wants to send second aid convoy to east Ukraine,"Russia wants to send a second humanitarian aid convoy to eastern Ukraine in the near future, the Russian Foreign Minister said after Kiev and the West criticized Moscow for sending the first cargo without official permission. Ukrainian President Petro Poroshenko on Monday expressed his ""extreme concern"" about Moscow's plan to send a second aid convoy to the east and the alleged crossing of Ukraine's border by Russian armoured vehicles.",
723,08/26/2014,CEE/CIS,Turkey,Three Chinese engineers kidnapped in southeast,"Suspected Kurdish militants have kidnapped three Chinese engineers in southeast Turkey near the border with Iraq and Syria. The workers were seized from a shop in the border town of Silopi late on 24 August by suspected members of the Kurdistan Workers Party (PKK) who then went on to attack a power plant construction site where they worked. A spokesman from the Chinese embassy in Turkey said that three Chinese workers have ""disappeared"" after a thermal power plant in Silopi, which is being constructed by China Machinery Engineering Corporation, was attacked by militants at around 9 p.m. local time on 24 August. ",
724,08/26/2014,CEE/CIS,Ukraine,Ukraine's president dissolves parliament,"Ukraine's president has dissolved parliament and called for early elections in October, as his country continues to battle a pro-Russian uprising in its eastern regions. Petro Poroshenko announced on Monday in a statement posted on his website that he had dissolved parliament and called for snap elections on October 26. ""Many deputies who are in the Rada [parliament] are direct sponsors or accomplices, that is to say allies of the militant separatists,"" said Poroshenko.",
725,08/26/2014,CEE/CIS,Ukraine,Weapons convoys seen rolling in the east,"For several evenings this month, convoys of military weaponry passed with clockwork-like regularity through Krasnodon, a rebel-held town in eastern Ukraine near the porous border with Russia. The convoys were seen three times last week by Associated Press reporters, and one of them carried about 30 units of weaponry and supplies. All were coming from the direction of Russia and heading west to where pro-Moscow separatists were fighting Ukrainian troops.",
726,08/26/2014,CEE/CIS,Ukraine,Merkel pledges $690M in aid to eastern Ukraine ,German Chancellor Angela Merkel pledged more than $690 million in aid to conflict areas in eastern Ukraine after visiting with Ukrainian President Petro O. Poroshenko on Saturday. The move came one day after Russia sent more than 227 humanitarian aid vehicles into eastern Ukraine. ,
727,08/26/2014,EAP,Myanmar,"Thousands starved, beaten in risky boat escape to Malaysia: UNHCR","Tens of thousands of people are fleeing violence in Myanmar only to be robbed, beaten and starved on boats helmed by human traffickers, according to a new report from UNHCR. In the 12 months to June, around 53,000 people left ports in the Myanmar-Bangladesh border area -- 61% more than the previous year -- many with the hope of reaching family in Malaysia, according to the report ""Irregular Maritime Movements."" The UNHCR report said upon arrival in Thailand, new arrivals said they were driven through the night in pickups with 15 to 20 other people who were forced to sit or lie on top of one another.
They were then taken to camps where hundreds of people, including women and children, were held while smugglers phoned family members abroad, demanding more money for their loved ones' safe passage to Malaysia. Demands ""were accompanied by threats or, when payment was not immediate, severe beating and prolonged detention in a smugglers' camp for up to six months,"" the report said.
",
728,08/26/2014,ESA,South Sudan,"To country's woes, add famine - 50,000 kids at risk of death","According to UNICEF and the WFP, close to a third of South Sudan's population faces ""acute"" or ""emergency"" levels of hunger and malnutrition. Aid agencies estimate that 235,000 children could become dangerously malnourished by the end of the year, and 50,000 of them could die unless they get treatment. South Sudan's food crisis is almost entirely man-made. After eight months of civil war, about 1.1 million of its roughly 11 million people are internally displaced. Farmers missed this year's planting season because of the violence. Livestock, which accounts for as much as 70% of the calories consumed by some communities, has been looted, killed and scattered in the mayhem.",
729,08/26/2014,ESA,South Sudan,Rivals sign new ceasefire deal,"South Sudan's warring leaders signed a fresh ceasefire deal on 25 August vowing to end more than eight months of conflict, according to mediators who threatened sanctions should the agreement fail once again. East Africa's regional IGAD bloc, which mediated the talks between President Salva Kiir and his sacked deputy Riek Machar, called on the leaders to forge a unity government within 45 days. ",
730,08/26/2014,ESA,South Sudan,Child soldiers - a step backwards - UNICEF mention,"Children are being used as soldiers by both the government and the opposition in the ongoing conflict in South Sudan, aid and human rights agencies say. South Sudan's army spokesperson reported that it was checking on the number of children within its ranks. In April UNICEF reported that more than 9,000 children were being used as child soldiers in South Sudan's conflict. ""UNICEF is greatly concerned by these reports because they are based on very reliable observations of children wearing military uniforms and carrying guns. There are at least 9,000 children being used as fighters by military and armed groups when even the national laws prohibit this, including voluntary recruitment,"" Doune Porter, chief of strategic communications for UNICEF in South Sudan, reported. ",
731,08/26/2014,LAC,Colombia,Breakthroughs and hurdles in peace talks,"High-level army, air force, navy and police officers flew to Cuba, under the command of General Javier Alberto Flórez, the chairman of the Joint Chiefs of Staff. In the 24-hour technical mission they met with their archenemies, the FARC to discuss “how to implement a definitive bilateral ceasefire, and how the FARC would disband and lay down their arms,” said President Juan Manuel Santos. Santos described the participation of active officers in the talks, as part of a sub-commission installed on Friday Aug. 22, as “a historic step forward.”",
